CHAPTER,DIAGNOSIS_CODE,TITLE,SHORT_DESC,LONG_DESC
I,01302,Infectious And Parasitic Diseases,TB meningitis-exam unkn,"Tuberculous meningitis, bacteriological or histological examination unknown (at present)"
I,01303,Infectious And Parasitic Diseases,TB meningitis-micro dx,"Tuberculous meningitis, tubercle bacilli found (in sputum) by microscopy"
I,01304,Infectious And Parasitic Diseases,TB meningitis-cult dx,"Tuberculous meningitis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
I,01305,Infectious And Parasitic Diseases,TB meningitis-histo dx,"Tuberculous meningitis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
I,01306,Infectious And Parasitic Diseases,TB meningitis-oth test,"Tuberculous meningitis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
I,01310,Infectious And Parasitic Diseases,Tubrclma meninges-unspec,"Tuberculoma of meninges, unspecified"
I,01311,Infectious And Parasitic Diseases,Tubrclma mening-no exam,"Tuberculoma of meninges, bacteriological or histological examination not done"
I,01312,Infectious And Parasitic Diseases,Tubrclma menin-exam unkn,"Tuberculoma of meninges, bacteriological or histological examination unknown (at present)"
I,01313,Infectious And Parasitic Diseases,Tubrclma mening-micro dx,"Tuberculoma of meninges, tubercle bacilli found (in sputum) by microscopy"
I,01314,Infectious And Parasitic Diseases,Tubrclma mening-cult dx,"Tuberculoma of meninges, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
I,01315,Infectious And Parasitic Diseases,Tubrclma mening-histo dx,"Tuberculoma of meninges, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
I,01316,Infectious And Parasitic Diseases,Tubrclma mening-oth test,"Tuberculoma of meninges, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
I,01320,Infectious And Parasitic Diseases,Tuberculoma brain-unspec,"Tuberculoma of brain, unspecified"
I,01321,Infectious And Parasitic Diseases,Tubrcloma brain-no exam,"Tuberculoma of brain, bacteriological or histological examination not done"
I,01322,Infectious And Parasitic Diseases,Tubrclma brain-exam unkn,"Tuberculoma of brain, bacteriological or histological examination unknown (at present)"
I,01323,Infectious And Parasitic Diseases,Tubrcloma brain-micro dx,"Tuberculoma of brain, tubercle bacilli found (in sputum) by microscopy"
I,01324,Infectious And Parasitic Diseases,Tubrcloma brain-cult dx,"Tuberculoma of brain, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
I,01325,Infectious And Parasitic Diseases,Tubrcloma brain-histo dx,"Tuberculoma of brain, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
I,01326,Infectious And Parasitic Diseases,Tubrcloma brain-oth test,"Tuberculoma of brain, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
I,01330,Infectious And Parasitic Diseases,TB brain abscess-unspec,"Tuberculous abscess of brain, unspecified"
I,01331,Infectious And Parasitic Diseases,TB brain abscess-no exam,"Tuberculous abscess of brain, bacteriological or histological examination not done"
I,01332,Infectious And Parasitic Diseases,TB brain absc-exam unkn,"Tuberculous abscess of brain, bacteriological or histological examination unknown (at present)"
I,01333,Infectious And Parasitic Diseases,TB brain absc-micro dx,"Tuberculous abscess of brain, tubercle bacilli found (in sputum) by microscopy"
I,01334,Infectious And Parasitic Diseases,TB brain abscess-cult dx,"Tuberculous abscess of brain, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
I,01335,Infectious And Parasitic Diseases,TB brain absc-histo dx,"Tuberculous abscess of brain, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
I,01336,Infectious And Parasitic Diseases,TB brain absc-oth test,"Tuberculous abscess of brain, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
I,01340,Infectious And Parasitic Diseases,Tubrclma sp cord-unspec,"Tuberculoma of spinal cord, unspecified"
I,01341,Infectious And Parasitic Diseases,Tubrclma sp cord-no exam,"Tuberculoma of spinal cord, bacteriological or histological examination not done"
I,01342,Infectious And Parasitic Diseases,Tubrclma sp cd-exam unkn,"Tuberculoma of spinal cord, bacteriological or histological examination unknown (at present)"
I,01343,Infectious And Parasitic Diseases,Tubrclma sp crd-micro dx,"Tuberculoma of spinal cord, tubercle bacilli found (in sputum) by microscopy"
I,01344,Infectious And Parasitic Diseases,Tubrclma sp cord-cult dx,"Tuberculoma of spinal cord, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
I,01345,Infectious And Parasitic Diseases,Tubrclma sp crd-histo dx,"Tuberculoma of spinal cord, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
I,01346,Infectious And Parasitic Diseases,Tubrclma sp crd-oth test,"Tuberculoma of spinal cord, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
I,01350,Infectious And Parasitic Diseases,TB sp crd abscess-unspec,"Tuberculous abscess of spinal cord, unspecified"
I,01351,Infectious And Parasitic Diseases,TB sp crd absc-no exam,"Tuberculous abscess of spinal cord, bacteriological or histological examination not done"
I,01352,Infectious And Parasitic Diseases,TB sp crd absc-exam unkn,"Tuberculous abscess of spinal cord, bacteriological or histological examination unknown (at present)"
I,01353,Infectious And Parasitic Diseases,TB sp crd absc-micro dx,"Tuberculous abscess of spinal cord, tubercle bacilli found (in sputum) by microscopy"
I,01354,Infectious And Parasitic Diseases,TB sp crd absc-cult dx,"Tuberculous abscess of spinal cord, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
I,01355,Infectious And Parasitic Diseases,TB sp crd absc-histo dx,"Tuberculous abscess of spinal cord, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
I,01356,Infectious And Parasitic Diseases,TB sp crd absc-oth test,"Tuberculous abscess of spinal cord, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
I,01360,Infectious And Parasitic Diseases,TB encephalitis-unspec,"Tuberculous encephalitis or myelitis, unspecified"
I,01361,Infectious And Parasitic Diseases,TB encephalitis-no exam,"Tuberculous encephalitis or myelitis, bacteriological or histological examination not done"
I,01362,Infectious And Parasitic Diseases,TB encephalit-exam unkn,"Tuberculous encephalitis or myelitis, bacteriological or histological examination unknown (at present)"
I,01363,Infectious And Parasitic Diseases,TB encephalitis-micro dx,"Tuberculous encephalitis or myelitis, tubercle bacilli found (in sputum) by microscopy"
I,01364,Infectious And Parasitic Diseases,TB encephalitis-cult dx,"Tuberculous encephalitis or myelitis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
I,01365,Infectious And Parasitic Diseases,TB encephalitis-histo dx,"Tuberculous encephalitis or myelitis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
I,01366,Infectious And Parasitic Diseases,TB encephalitis-oth test,"Tuberculous encephalitis or myelitis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
I,01380,Infectious And Parasitic Diseases,Cns TB NEC-unspec,"Other specified tuberculosis of central nervous system, unspecified"
I,01381,Infectious And Parasitic Diseases,Cns TB NEC-no exam,"Other specified tuberculosis of central nervous system, bacteriological or histological examination not done"
I,01382,Infectious And Parasitic Diseases,Cns TB NEC-exam unkn,"Other specified tuberculosis of central nervous system, bacteriological or histological examination unknown (at present)"
I,01383,Infectious And Parasitic Diseases,Cns TB NEC-micro dx,"Other specified tuberculosis of central nervous system, tubercle bacilli found (in sputum) by microscopy"
I,01384,Infectious And Parasitic Diseases,Cns TB NEC-cult dx,"Other specified tuberculosis of central nervous system, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
I,01385,Infectious And Parasitic Diseases,Cns TB NEC-histo dx,"Other specified tuberculosis of central nervous system, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
I,01386,Infectious And Parasitic Diseases,Cns TB NEC-oth test,"Other specified tuberculosis of central nervous system, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
I,01390,Infectious And Parasitic Diseases,Cns TB NOS-unspec,"Unspecified tuberculosis of central nervous system, unspecified"
I,01391,Infectious And Parasitic Diseases,Cns TB NOS-no exam,"Unspecified tuberculosis of central nervous system, bacteriological or histological examination not done"
I,01392,Infectious And Parasitic Diseases,Cns TB NOS-exam unkn,"Unspecified tuberculosis of central nervous system, bacteriological or histological examination unknown (at present)"
I,01393,Infectious And Parasitic Diseases,Cns TB NOS-micro dx,"Unspecified tuberculosis of central nervous system, tubercle bacilli found (in sputum) by microscopy"
I,01394,Infectious And Parasitic Diseases,Cns TB NOS-cult dx,"Unspecified tuberculosis of central nervous system, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
I,01395,Infectious And Parasitic Diseases,Cns TB NOS-histo dx,"Unspecified tuberculosis of central nervous system, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
I,01396,Infectious And Parasitic Diseases,Cns TB NOS-oth test,"Unspecified tuberculosis of central nervous system, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
I,01400,Infectious And Parasitic Diseases,TB peritonitis-unspec,"Tuberculous peritonitis, unspecified"
I,01401,Infectious And Parasitic Diseases,TB peritonitis-no exam,"Tuberculous peritonitis, bacteriological or histological examination not done"
I,01402,Infectious And Parasitic Diseases,TB peritonitis-exam unkn,"Tuberculous peritonitis, bacteriological or histological examination unknown (at present)"
I,01403,Infectious And Parasitic Diseases,TB peritonitis-micro dx,"Tuberculous peritonitis, tubercle bacilli found (in sputum) by microscopy"
I,01404,Infectious And Parasitic Diseases,TB peritonitis-cult dx,"Tuberculous peritonitis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
I,01405,Infectious And Parasitic Diseases,TB peritonitis-histo dx,"Tuberculous peritonitis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
I,01406,Infectious And Parasitic Diseases,TB peritonitis-oth test,"Tuberculous peritonitis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
I,01480,Infectious And Parasitic Diseases,Intestinal TB NEC-unspec,"Other tuberculosis of intestines, peritoneum, and mesenteric glands, unspecified"
I,01481,Infectious And Parasitic Diseases,Intestin TB NEC-no exam,"Other tuberculosis of intestines, peritoneum, and mesenteric glands, bacteriological or histological examination not done"
I,01482,Infectious And Parasitic Diseases,Intest TB NEC-exam unkn,"Other tuberculosis of intestines, peritoneum, and mesenteric glands, bacteriological or histological examination unknown (at present)"
I,01483,Infectious And Parasitic Diseases,Intestin TB NEC-micro dx,"Other tuberculosis of intestines, peritoneum, and mesenteric glands, tubercle bacilli found (in sputum) by microscopy"
I,01484,Infectious And Parasitic Diseases,Intestin TB NEC-cult dx,"Other tuberculosis of intestines, peritoneum, and mesenteric glands, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
I,01485,Infectious And Parasitic Diseases,Intestin TB NEC-histo dx,"Other tuberculosis of intestines, peritoneum, and mesenteric glands, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
I,01486,Infectious And Parasitic Diseases,Intestin TB NEC-oth test,"Other tuberculosis of intestines, peritoneum, and mesenteric glands, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
I,01500,Infectious And Parasitic Diseases,TB of vertebra-unspec,"Tuberculosis of vertebral column, unspecified"
